section,key,context,source,description,notes,placeholders,screenshot,references,translation,status,previous_source,source_hash
strings,legacy.exact.hinh.hoc.mat.phang.nay.chua.co.bo.tinh.toa.979f33bd,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,Hình học mặt phẳng này chưa có bộ tính toán.,,,,,"Views/GeometryCalculatorView.xaml.cs:1521
Views/GeometryCalculatorView.xaml.cs:1884",,untranslated,,4a49f098be408310ee77bb2fa203360a9f297177aeb638f9e971d1dade1333a0
strings,legacy.exact.hinh.hop.chu.nhat.3f5fbb46,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,Hình hộp chữ nhật,,,,,Models/GeometryFormulaItem.cs:336,,untranslated,,a5e4e66b1e4b1f0b4c3019d373dddff1bac96ceec603edf4dc474b272b8a83f6
strings,legacy.exact.hinh.lap.phuong.03b207a0,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,Hình lập phương,,,,,Models/GeometryFormulaItem.cs:313,,untranslated,,de7545c2a211806145321f61f543d5a2cc70635d028da613c60fc97fd82bdcca
strings,legacy.exact.hinh.minh.hoa.ky.hieu.cong.thuc.thuong.dun.edc63c9f,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,Hình minh họa • Ký hiệu • Công thức thường dùng,,,,,,,untranslated,,101b8c350a64d49a2fb5fa299ba333e1cbb67180de2246130192f02b566ae5f9
strings,legacy.exact.hinh.non.3eb3a2f2,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,Hình nón,,,,,Models/GeometryFormulaItem.cs:404,,untranslated,,9debf681823d24b9c82b3639ac3c0ae943ab1ea00f85baea8e5bcd7a6b76a4fc
strings,legacy.exact.hinh.tam.giac.9c874711,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,Hình tam giác,,,,,Models/GeometryFormulaItem.cs:111,,untranslated,,e1dfc6e43975f950dd6d49dba5d5f2b20ec7e253d083ac5a498f48505cd56dd6
strings,legacy.exact.hinh.tam.giac.deu.b5212b0f,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,Hình tam giác đều,,,,,Models/GeometryFormulaItem.cs:156,,untranslated,,aabdf18efe3120d04b2ca6e074400054fbe556234b8df0851dfd255946e39f2e
strings,legacy.exact.hinh.tam.giac.vuong.d9d861da,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,Hình tam giác vuông,,,,,Models/GeometryFormulaItem.cs:133,,untranslated,,77c3814ed3c5a848b551336a53ea9713d2c4dc4bb7230a7f8afdcf563b464ed7
strings,legacy.exact.hinh.thang.abd35f69,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,Hình thang,,,,,Models/GeometryFormulaItem.cs:202,,untranslated,,a929aa2a5fd41b1961f9b9dcef6992f954cb95e71ae3260a375fc155319934d5
strings,legacy.exact.hinh.thang.can.ccd59eb3,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,Hình thang cân,,,,,Models/GeometryFormulaItem.cs:224,,untranslated,,673debd8e83c973e3358d65c3a517ca917a15a00c506f64fa20adf38051bc270
strings,legacy.exact.hinh.thang.vuong.d278a579,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,Hình thang vuông,,,,,Models/GeometryFormulaItem.cs:246,,untranslated,,f3cae6c7ca7a597e2de8e9bd50f71af3d58cf824da5bacc7b5a7774de3fdb4aa
strings,legacy.exact.hinh.thoi.332daac7,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,Hình thoi,,,,,Models/GeometryFormulaItem.cs:268,,untranslated,,b1d57d16dcf01467ac572af78e61ae3b612bfde918bdb962a27de8c972fa5e31
strings,legacy.exact.hinh.tron.e1d7282a,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,Hình tròn,,,,,Models/GeometryFormulaItem.cs:179,,untranslated,,2727db7de504408383be8524bc02c859fdf3c48084997308c5bdbc5c07545469
strings,legacy.exact.hinh.tru.ad57a00e,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,Hình trụ,,,,,Models/GeometryFormulaItem.cs:380,,untranslated,,d420e0fac391edd8e6a8c24a525f5306682bc0185edf2065f7f1a82246a64fd3
strings,legacy.exact.hinh.vuong.82c49c4e,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,Hình vuông,,,,,Models/GeometryFormulaItem.cs:70,,untranslated,,f636b9847d248a89e3f01fa8e9945e8b238172e42102f934836fe412a225302f
strings,legacy.exact.int32.0.n1.mops.1.n3.gops.44a4428d,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,Int: {0:N1} MOPS • {1:N3} GOPS,,,"{0:N1}: Cần bổ sung ý nghĩa và ví dụ cho biến này.
{1:N3}: Cần bổ sung ý nghĩa và ví dụ cho biến này.",,,,untranslated,,8494f262910b58fe5df9c8b58208f099c6bd868bb46fb06f84793fa2153fdd21
strings,legacy.exact.int32.0.n1.trieu.phep.tinh.giay.f4e679f7,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,Int: {0:N1} triệu phép tính/giây,,,{0:N1}: Cần bổ sung ý nghĩa và ví dụ cho biến này.,,,,untranslated,,11cb03d798fb552956f24ef666f40698a9c33d46707047a9d7ed52e10ac7eddb
strings,legacy.exact.int32.int64.0.5693d13d,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,Int / Long: {0},,,{0}: Cần bổ sung ý nghĩa và ví dụ cho biến này.,,,,untranslated,,6444f3967c0aaa6735155981c858f2ed8d191857f562198d8ad92c1572105ea6
strings,legacy.exact.int64.0.n1.mops.1.n3.gops.65a13f00,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,Long: {0:N1} MOPS • {1:N3} GOPS,,,"{0:N1}: Cần bổ sung ý nghĩa và ví dụ cho biến này.
{1:N3}: Cần bổ sung ý nghĩa và ví dụ cho biến này.",,,,untranslated,,925ee3bf4e3c76dddbbf2bd96836c1b2228d80a8a064d375738ee1cad4f0a497
strings,legacy.exact.int64.0.n1.trieu.phep.tinh.giay.b6ee9205,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,Long: {0:N1} triệu phép tính/giây,,,{0:N1}: Cần bổ sung ý nghĩa và ví dụ cho biến này.,,,,untranslated,,0cb0e44b4993f85f5260679b1ad473ce7729548468817fe50133482a26b1ad3e
strings,legacy.exact.ket.hop.a.b.c.a.b.c.co.the.nhom.cac.so.han.5444cf0e,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,• Kết hợp: (a + b) + c = a + (b + c). Có thể nhóm các số hạng theo cách thuận tiện.,,,,,Views/FormulaPage.xaml:523,,untranslated,,e459e4d668c958594cf40330fa0c4b28a9594c9567cf3c24238b27fd929b7ad7
strings,legacy.exact.ket.hop.a.b.c.a.b.c.co.the.nhom.cac.thua.s.1e850bb8,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,• Kết hợp: (a × b) × c = a × (b × c). Có thể nhóm các thừa số theo cách thuận tiện.,,,,,Views/FormulaPage.xaml:635,,untranslated,,2f751d8f16d86063e7ecd3f252c17864b6a419b6715802bc407f22ae3ed1bc08
strings,legacy.exact.ket.qua.c9f95514,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,Kết quả,,,,,"Services/Core/FractionCalculationEngine.cs:547
Services/Core/FractionCalculationEngine.cs:599
Views/FindXView.xaml.cs:485
Views/GeometryCalculatorView.xaml:633",,untranslated,,43463f466f6c06c598f8c8a2e97d4abc7a8cb1ed27722c8366d709cd25e94bef
strings,legacy.exact.ket.qua.chi.nen.so.sanh.trong.cung.phien.b.605044ac,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,Kết quả chỉ nên so sánh trong cùng phiên bản Math Solver.,,,,,,,untranslated,,bee474274d2dc28d2b3dd08c7697aa901aea81f797969e96f128f51d6c318846
strings,legacy.exact.ket.qua.khong.the.bieu.dien.huu.han.bang.d.8774085a,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,Kết quả Δ không thể biểu diễn hữu hạn bằng độ chính xác Double Double. Ứng dụng không thể tiếp tục tính toán.,,,,,,,untranslated,,5eb8db6d13069f78d8dc996d29c8ed368995792e019774f514e94aa5e925fd74
strings,legacy.exact.ket.qua.vuot.qua.pham.vi.cua.kieu.decimal.46d41546,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,Kết quả vượt quá phạm vi của kiểu decimal.,,,,,,,untranslated,,d7a2016459033168626a5f5bfdf2bcacb9549d8fe88fc503e92a48df8b163e9a
strings,legacy.exact.ket.qua.vuot.qua.pham.vi.ma.ung.dung.ho.tr.55e51dd0,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,Kết quả Δ vượt quá phạm vi mà ứng dụng hỗ trợ.,,,,,,,untranslated,,f58faf2e90418cf2eae0fc7e4576833f7f97ebdd4b9a40fe14933294c70462fb
strings,legacy.exact.khi.mot.thua.so.bang.0.tich.luon.bang.0.3369550f,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,"Khi một thừa số bằng 0, tích luôn bằng 0.",,,,,"Views/FindXView.xaml.cs:1778
Views/FindXView.xaml.cs:2132",,untranslated,,8cf72fd45f189a45367e80f8b0d9efbbd7959b608407068a809dc5fa730bdcc7
strings,legacy.exact.khi.tim.thanh.phan.chua.biet.can.xac.dinh.13e4ac3a,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,"Khi tìm thành phần chưa biết, cần xác định đúng vai trò của x, dùng phép tính ngược phù hợp và luôn kiểm tra lại kết quả trong phép tính ban đầu.",,,,,Views/FormulaPage.xaml:490,,untranslated,,44aede5790d07ed904e2ff0e944c39c16bd28c29f4096ca6893a1961f06f5dfe
strings,legacy.exact.khoi.phuc.0bc3b5fc,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,Khôi phục,,,,,"Views/SettingsPage.xaml:1103
Views/SettingsPage.xaml.cs:1360",,untranslated,,c652d9c04f95cf3b5b3c076eb9b89fda26f12c8738540bb9c226f1e5985b584c
strings,legacy.exact.khoi.phuc.cai.dat.mac.dinh.6b3c1a29,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,Khôi phục cài đặt mặc định,,,,,Views/SettingsMenuPage.xaml:402,,untranslated,,7e5d5418c7da782d75c27068df8ffbab9ecd67ca63d8110b6856932fe31b652a
strings,legacy.exact.khoi.phuc.mac.dinh.cecc185f,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,Khôi phục mặc định,,,,,"Views/SettingsPage.xaml:1090
Views/SettingsPage.xaml.cs:1350",,untranslated,,7d70919969211e569b5d6960e40b404ebd8c2f335107c174b9d36320db2bcd38
strings,legacy.exact.khong.3b4a527f,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,Không,,,,,Views/HardwarePerformancePage.xaml.cs:3385,,untranslated,,5b3c9ba441e5afddc3ff22debcee6838fad74cf319b1c1af904c22b8a34cc0a4
strings,legacy.exact.khong.bao.gio.duoc.chia.cho.0.moi.gia.tri.015135c9,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,• Không bao giờ được chia cho 0. Mọi giá trị làm số chia hoặc mẫu số bằng 0 đều không hợp lệ.,,,,,Views/FormulaPage.xaml:698,,untranslated,,6228eb9bc5938c3f11522851aae2276bebd6b911101eee50dab07efaa0888bfb
strings,legacy.exact.khong.co.nghiem.a4cda906,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,Không có nghiệm,,,,,"Views/FindXView.xaml.cs:1787
Views/FindXView.xaml.cs:1851
Views/FindXView.xaml.cs:1863
Views/FindXView.xaml.cs:2142",,untranslated,,c7ccee141965674ea4857431aa6fa38870b1306b6d99e90514fa5ae376a0a1f0
strings,legacy.exact.khong.co.so.nao.nhan.voi.0.ma.cho.ket.qua.c805ba89,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,Không có số nào nhân với 0 mà cho kết quả khác 0.,,,,,"Views/FindXView.xaml.cs:1788
Views/FindXView.xaml.cs:2143",,untranslated,,f527f676dc6b14dfe92f7507313ffb5ed1dc5c64de49dd5b105707bd4682f340
strings,legacy.exact.khong.duoc.ho.tro.17056dd5,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,Không được hỗ trợ,,,,,"Views/HardwarePerformancePage.xaml.cs:1051
Views/HardwarePerformancePage.xaml.cs:1255",,untranslated,,5853040a6ba2537ea46eceda79127647293f0321a6be42a4ef5e89382785f65c
strings,legacy.exact.khong.giao.hoan.a.b.thuong.khac.b.a.phep.c.48c18ed0,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,• Không giao hoán: a ÷ b thường khác b ÷ a. Phép chia cũng không có tính kết hợp.,,,,,Views/FormulaPage.xaml:684,,untranslated,,89c261d6a3dcb4dcbb7ae547f3b730aa9dca4b85d8e98d0c86f01bd797b5b37f
strings,legacy.exact.khong.giao.hoan.a.b.thuong.khac.b.a.vi.vay.c05b084c,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,• Không giao hoán: a − b thường khác b − a. Vì vậy không được tự ý đổi chỗ số bị trừ và số trừ.,,,,,Views/FormulaPage.xaml:572,,untranslated,,5939e913d48acfa7ce89fb7014f60314c028822596ce655fd0f70d8e03ae0572
strings,legacy.exact.khong.ket.hop.a.b.c.thuong.khac.a.b.c.can.c3d9a90d,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,• Không kết hợp: (a − b) − c thường khác a − (b − c). Cần thực hiện đúng thứ tự.,,,,,Views/FormulaPage.xaml:579,,untranslated,,e89153460e875c49801c7f25998c6ca5cc1205968ec5f1be37b160db45ea7c8a
strings,legacy.exact.khong.the.chay.do.suc.manh.tren.thiet.bi.n.ee91151d,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,Không thể chạy đo sức mạnh trên thiết bị này.,,,,,Views/HardwarePerformancePage.xaml.cs:3313,,untranslated,,4df5da4129a3a1e254432b60b23da25bb4c184baf6b1992446571df2b1c2ed92
strings,legacy.exact.khong.the.giai.6225ef52,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,Không thể giải,,,,,"Views/FindXView.xaml.cs:1886
Views/FindXView.xaml.cs:2244",,untranslated,,1088e5fd44701d1920c01ad85d488c386aa9103b90c0e4b2108534f2f634240d
strings,legacy.exact.khu.vuc.nay.se.ho.tro.hinh.vuong.hinh.chu.97f37f94,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,"Khu vực này sẽ hỗ trợ hình vuông, hình chữ nhật, tam giác, hình tròn, hình thang và các hình học khác.",,,,,,,untranslated,,ac355b4a32317091c8ea2f38f5430cb9b3b7a7b811c180bd8756b71fcf75743d
strings,legacy.exact.kiem.tra.lai.e65dbc7f,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,Kiểm tra lại,,,,,Views/FindXView.xaml:536,,untranslated,,44c5685842d0d27be5162fe7b3448f07d14f0bb87949b7ef1b37046a7de040d5
strings,legacy.exact.kien.truc.cpu.cc64acde,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,Kiến trúc CPU,,,,,Views/HardwarePerformancePage.xaml:151,,untranslated,,2bb9c18286cfa2a713043bd2956eb1a173ec85bf3f07e358f774573c1b36d99b
strings,legacy.exact.kien.truc.he.dieu.hanh.ad2672de,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,Kiến trúc hệ điều hành,,,,,Views/HardwarePerformancePage.xaml:156,,untranslated,,89be2a9af5ee34be4a6e8dc467bb00594a2787149d05912b9dc95b82b514efaa
strings,legacy.exact.loai.hinh.hoc.chua.duoc.ho.tro.00d41a26,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,Loại hình học chưa được hỗ trợ.,,,,,Views/GeometryCalculatorView.xaml.cs:1683,,untranslated,,9952cf940b21e578536c65f7c15e78d52e3a9ca19f0f5dceca8169c048e3accf
strings,legacy.exact.loi.giai.chi.tiet.14888dc0,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,Lời giải chi tiết,,,,,Views/FindXView.xaml:508,,untranslated,,7855d52657a5a341763f40ad4dd369929b564e4144d04fc14b3d798297ea7ce8
strings,legacy.exact.loi.giai.d277d7e1,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,Lời giải,,,,,"Services/Localization/QuizLocalizationOverrides.cs:23
Services/Localization/QuizLocalizationOverrides.cs:207
Views/CalculationPage.xaml:773
Views/FractionView.xaml:468",,untranslated,,2b7d09ea0d2e247ea68a3fcc1eb22eeaa2d1d0219daeacb805918285efb380b7
strings,legacy.exact.luu.y.khi.su.dung.e450d835,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,Lưu ý khi sử dụng,,,,,,,untranslated,,c1adb50edcec957c8f860cb71f3c8be6362f90468d19073c94de3ee7a430d44a
strings,legacy.exact.luu.y.ve.tinh.chat.bon.phep.tinh.be35c5fe,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,LƯU Ý VỀ TÍNH CHẤT BỐN PHÉP TÍNH,,,,,Views/FormulaPage.xaml:483,,untranslated,,7a3322591b38cbba5cc1e0e93041b7075ff36cbd7fd9631522dc6cb0e6b367e5
strings,legacy.exact.mac.dinh.he.thong.16e1a41a,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,Mặc định hệ thống,,,,,Services/AppFontCatalog.cs:48,,untranslated,,30553dbe6310b07b4a278db63a3066ea20d1553c56e6f665db26d3798b8f643e
strings,legacy.exact.man.hinh.6ecd4327,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,Màn hình,,,,,Views/HardwarePerformancePage.xaml:122,,untranslated,,fff92172dfe72b96c2966602078570a6f4e6356d82b76c11987275ba675603e0
strings,legacy.exact.mau.cam.1a87032b,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,Màu cam,,,,,"Views/SettingsPage.xaml:246
Views/SettingsPage.xaml:356",,untranslated,,44a5cfbb4dfd9e70cf3a178f306cbe3f1c6988a69c2b8ca8d89868c301d7a1f7
strings,legacy.exact.mau.chu.de.288fc6d0,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,Màu chủ đề,,,,,"Views/SettingsMenuPage.xaml:187
Views/SettingsPage.xaml:156",,untranslated,,70ff0be38051dd931a7cd97985f4ea76d0a07ba81bf1f147023b2169c018d316
strings,legacy.exact.mau.hex.rgb.va.xem.truoc.1153e957,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,"Màu HEX, RGB và xem trước",,,,,,,untranslated,,ac621acc04d463d6535fa343b24160e8d6bebd0c6ee99401e030d36e372ac369
strings,legacy.exact.mau.hong.7e474ba7,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,Màu hồng,,,,,"Views/SettingsPage.xaml:261
Views/SettingsPage.xaml:373",,untranslated,,5727e8e33e69d7077bc4dcc2a12019af28ad0ceac7b489e401a1b3418ae71ca2
strings,legacy.exact.mau.khong.hop.le.hay.nhap.dang.rrggbb.vi.d.5b29e600,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,"Màu không hợp lệ. Hãy nhập dạng #RRGGBB, ví dụ #6D28D9.",,,,,Views/SettingsPage.xaml.cs:715,,untranslated,,540cd23dcf8336966ef4861b44d64cc7e73cf069b8947e1734e7c2b5d16fb676
strings,legacy.exact.mau.so.bedc8810,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,Mẫu số,,,,,"Views/FractionView.xaml:205
Views/FractionView.xaml:298",,untranslated,,c19c7b41fe983dfac1e1058fb1fb80631ea14c673e9f93c5e89b00fe50110bf1
strings,legacy.exact.mau.so.chung.nho.nhat.la.boi.chung.nho.nha.9776180c,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,Mẫu số chung nhỏ nhất là bội chung nhỏ nhất của hai mẫu số.,,,,,,,untranslated,,fbb9b3f5b519d65c7facea5e125633a1925accd4d08e693acc93ff6523b9c48d
strings,legacy.exact.mau.thiet.bi.f0d6e861,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,Mẫu thiết bị,,,,,Views/HardwarePerformancePage.xaml:97,,untranslated,,f8fdfb6fa9be6867ff38adad76b3df3bfb5e7efbb492eaaa15e9f7173a4ab276
strings,legacy.exact.mau.tim.15f40550,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,Màu tím,,,,,"Views/SettingsPage.xaml:186
Views/SettingsPage.xaml:288",,untranslated,,11484c485dd0399fc02e2d1868bced17e59604af065a2f62ad85083ebfcf324e
strings,legacy.exact.mau.xanh.duong.d48783f6,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,Màu xanh dương,,,,,"Views/SettingsPage.xaml:201
Views/SettingsPage.xaml:305",,untranslated,,f7b47735cacffc6b378bab6d9b9a0c4bbd493a628d241643b67a00cc39fe75fe
strings,legacy.exact.mau.xanh.la.a8dcd288,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,Màu xanh lá,,,,,"Views/SettingsPage.xaml:231
Views/SettingsPage.xaml:339",,untranslated,,165071d69187063409d7dd7907d1c091ce9e38cfa650b91bcd5f45ee533119ea
strings,legacy.exact.mau.xanh.ngoc.6d26123d,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,Màu xanh ngọc,,,,,"Views/SettingsPage.xaml:216
Views/SettingsPage.xaml:322",,untranslated,,c2372ed03db97ad885c28a9c4f39e00c30e4c87a7620da69b467ec5960ebff6a
strings,legacy.exact.may.tinh.bang.9c528e41,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,Máy tính bảng,,,,,,,untranslated,,eeb9539005e0643b2cd0c374767c0f1ea9c0a82130d08cc54e5c6706b507948c
strings,legacy.exact.may.tinh.de.ban.a5a4a7ff,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,Máy tính để bàn,,,,,,,untranslated,,2673a2175217b9fe5c65ad6510544cf5d963587da31440a8d8086690d31a4891
strings,legacy.exact.mo.cai.dat.giao.dien.e0784dde,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,Mở cài đặt giao diện,,,,,"AppShell.xaml:86
AppShell.xaml.cs:1565",,untranslated,,fe039440b49942719e3cc697f9cd288eb64502c1cdc5c4bb70eb09bbea4acfd0
strings,legacy.exact.moi.kieu.duoc.do.lien.tiep.trong.10.giay.v.2004d0dc,Cần bổ sung ngữ cảnh: chuỗi cũ có thể xuất hiện ở nhiều vị trí; xem tham chiếu source hoặc hỏi người phát triển.,Mỗi kiểu được đo liên tiếp trong 10 giây và lấy kết quả cao nhất. Float/Double hiển thị MFLOPS/GFLOPS; Int/Long hiển thị MOPS/GOPS.,,,,,,,untranslated,,af3ea2af7d42fb57da2d35fe835b3036a95bab37d4904fda274d2d7c88acf60d
